iso3,country,disaggregation,disagg.value,region,subregion,section,stunting_2000,stunting_2001,stunting_2002,stunting_2003,stunting_2004,stunting_2005,stunting_2006,stunting_2007,stunting_2008,stunting_2009,stunting_2010,stunting_2011,stunting_2012,stunting_2013,stunting_2014,stunting_2015,stunting_2016,stunting_2017,stunting_2018,stunting_2019,stunting_2020,wasting_2000,wasting_2001,wasting_2002,wasting_2003,wasting_2004,wasting_2005,wasting_2006,wasting_2007,wasting_2008,wasting_2009,wasting_2010,wasting_2011,wasting_2012,wasting_2013,wasting_2014,wasting_2015,wasting_2016,wasting_2017,wasting_2018,wasting_2019,wasting_2020,overweight_2000,overweight_2001,overweight_2002,overweight_2003,overweight_2004,overweight_2005,overweight_2006,overweight_2007,overweight_2008,overweight_2009,overweight_2010,overweight_2011,overweight_2012,overweight_2013,overweight_2014,overweight_2015,overweight_2016,overweight_2017,overweight_2018,overweight_2019,overweight_2020,coexistence_2000,coexistence_2001,coexistence_2003,coexistence_2005,coexistence_2007,coexistence_2008,coexistence_2009,coexistence_2010,coexistence_2011,coexistence_2012,coexistence_2013,coexistence_2014,coexistence_2015,coexistence_2016,coexistence_2017,coexistence_2018,coexistence_2019,coexistence_2020,lbw_2000,lbw_2001,lbw_2002,lbw_2003,lbw_2004,lbw_2005,lbw_2006,lbw_2007,lbw_2008,lbw_2009,lbw_2010,lbw_2011,lbw_2012,lbw_2013,lbw_2014,lbw_2015
SRB,Serbia,wealth,Second highest,Europe,Southern Europe,Child (under-5) nutrition status,,,,,,8.1,,,,,5.96,,,,3.25,,,,,4.93,,,,,,,4,,,,,3.23,,,,5.05,,,,,4.46,,,,,,,19.76,,,,,17.87,,,,11.71,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,Serbia,wealth,Second lowest,Europe,Southern Europe,Child (under-5) nutrition status,,,,,,9.14,,,,,9.14,,,,3.62,,,,,4.21,,,,,,,4.03,,,,,1.19,,,,2.38,,,,,1.43,,,,,,,18.9,,,,,16.83,,,,17.17,,,,,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,age,0-23 months,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,25.04,,,,,,,,,,,,,,,,,,,,,23.79,,,,,,,,,,,,,,,,,,,,,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,age,24-35 months,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,41,,,,37.36,,,,,,,,,,,,,,,,,25.1,,,,24.49,,,,,,,,,,,,,,,,,8.6,,,,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,age,36-47 months,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,34.3,,,,34.81,,,,,,,,,,,,,,,,,22.7,,,,19.4,,,,,,,,,,,,,,,,,10,,,,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,age,48-59 months,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,39.6,,,,30.67,,,,,,,,,,,,,,,,,24,,,,22.08,,,,,,,,,,,,,,,,,11,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,all,Free from,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,all,Overweight alone,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,all,Stunting alone,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,all,Stunting and overweight,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,all,Wasting alone,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,all,Wasting and stunting,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,all,,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,education,None or primary,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,31.67,,,,,,,,,,,,,,,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,education,Secondary or higher,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,20.85,,,,,,,,,,,,,,,,,,,,,13.03,,,,,,,,,,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,location,Rural,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,35.8,,,,31.96,,,,,,,,,,,,,,,,,25.7,,,,24.24,,,,,,,,,,,,,,,,,11.8,,,,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,location,Urban,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,37.4,,,,29.2,,,,,,,,,,,,,,,,,21.5,,,,18.06,,,,,,,,,,,,,,,,,8.5,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,pregnancy,All women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,pregnancy,Non-pregnant women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,pregnancy,Pregnant women,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,sex,Both,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,36.2,,,,31.28,,,,,,,,,,,,,,,,,24.6,,,,22.74,,,,,,,,,,,,,,,,,10.9,,,,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,sex,Boys,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,39.3,,,,33.4,,,,,,,,,,,,,,,,,26.2,,,,25.7,,,,,,,,,,,,,,,,,10.7,,,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,sex,Girls,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,32.9,,,,29.08,,,,,,,,,,,,,,,,,22.9,,,,19.65,,,,,,,,,,,,,,,,,11.2,,,,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,wealth,Highest,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,26.58,,,,,,,,,,,,,,,,,,,,,16.08,,,,,,,,,,,,,,,,,,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,wealth,Lowest,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,31.17,,,,,,,,,,,,,,,,,,,,,28.48,,,,,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,wealth,Middle,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,32.66,,,,,,,,,,,,,,,,,,,,,21.63,,,,,,,,,,,,,,,,,,,,,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,wealth,Second highest,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,32.22,,,,,,,,,,,,,,,,,,,,,20.26,,,,,,,,,,,,,,,,,,,,,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,wealth,Second lowest,Africa,Eastern Africa,Child (under-5) nutrition status,,,,,,,,,,,34.27,,,,,,,,,,,,,,,,,,,,,27.93,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,age,0-23 months,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,16.49,,,,,10.67,,,,,,,,,,,,,,,,6.61,,,,,5.22,,,,,,,,,,,,,,,,2.87,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,age,24-35 months,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,24.92,,,,,13.47,,,,,,,,,,,,,,,,1.81,,,,,5.09,,,,,,,,,,,,,,,,3.12,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,age,36-47 months,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,15.41,,,,,14.82,,,,,,,,,,,,,,,,2.21,,,,,1.58,,,,,,,,,,,,,,,,2.01,,,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,age,48-59 months,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,12.77,,,,,8.92,,,,,,,,,,,,,,,,3.15,,,,,3.5,,,,,,,,,,,,,,,,1.24,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,all,Free from,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,all,Overweight alone,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,all,Stunting alone,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,all,Stunting and overweight,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,all,Wasting alone,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,all,Wasting and stunting,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,all,,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22,7.17,7.12,7.07,7.03,6.98,6.93,6.89,6.84,6.8,6.76,6.73,6.69,6.66,6.63,6.6
STP,Sao Tome and Principe,education,None or primary,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,19.43,,,,,13.53,,,,,,,,,,,,,,,,4.19,,,,,4.33,,,,,,,,,,,,,,,,1.7,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,education,Secondary or higher,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,12.91,,,,,9.91,,,,,,,,,,,,,,,,3.64,,,,,3.74,,,,,,,,,,,,,,,,3.74,,,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,location,Rural,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,18.98,,,,,11.75,,,,,,,,,,,,,,,,3.88,,,,,3.47,,,,,,,,,,,,,,,,1.72,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,location,Urban,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,16.26,,,,,11.73,,,,,,,,,,,,,,,,4.06,,,,,4.4,,,,,,,,,,,,,,,,2.76,,,,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,pregnancy,All women,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,pregnancy,Non-pregnant women,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,pregnancy,Pregnant women,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Both,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,17.2,,,,,11.74,,,,,,,,,,,,,,,,4,,,,,4.09,,,,,,,,,,,,,,,,2.4,,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Boys,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,20.46,,,,,13,,,,,,,,,,,,,,,,4.72,,,,,5.86,,,,,,,,,,,,,,,,2.59,,,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Boys Projection,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Female,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Female Projection,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Girls,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,13.97,,,,,10.44,,,,,,,,,,,,,,,,3.28,,,,,2.3,,,,,,,,,,,,,,,,2.22,,,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Girls Projection,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Male,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,sex,Male Projection,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,wealth,Highest,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,6.83,,,,,6.86,,,,,,,,,,,,,,,,4.85,,,,,2.41,,,,,,,,,,,,,,,,2.42,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,wealth,Lowest,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,25.47,,,,,16.33,,,,,,,,,,,,,,,,5.85,,,,,5.75,,,,,,,,,,,,,,,,1.86,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,wealth,Middle,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,18.29,,,,,10.82,,,,,,,,,,,,,,,,2.3,,,,,4.66,,,,,,,,,,,,,,,,2.52,,,,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,wealth,Second highest,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,12.15,,,,,10.29,,,,,,,,,,,,,,,,4.08,,,,,3,,,,,,,,,,,,,,,,3.44,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,wealth,Second lowest,Africa,Middle Africa,Child (under-5) nutrition status,,,,,,,,,,,,,,,20.15,,,,,12.54,,,,,,,,,,,,,,,,2.95,,,,,4,,,,,,,,,,,,,,,,1.82,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,age,0-23 months,Latin America and the Caribbean,South America,Child (under-5) nutrition status,13.76,,,,,,11.32,,,,9.83,,,,,,,,6.14,,,7.56,,,,,,5.58,,,,5.46,,,,,,,,7.17,,,3.37,,,,,,6.31,,,,5.21,,,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,age,24-35 months,Latin America and the Caribbean,South America,Child (under-5) nutrition status,17.04,,,,,,9.65,,,,9.1,,,,,,,,11.7,,,5.07,,,,,,5.53,,,,4.91,,,,,,,,3.7,,,2.94,,,,,,1.71,,,,4.06,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,age,36-47 months,Latin America and the Caribbean,South America,Child (under-5) nutrition status,12.5,,,,,,11.01,,,,8.37,,,,,,,,10.03,,,6.06,,,,,,3.24,,,,3.72,,,,,,,,4.61,,,1.93,,,,,,1.82,,,,3.8,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,age,48-59 months,Latin America and the Caribbean,South America,Child (under-5) nutrition status,12.85,,,,,,9.94,,,,6.58,,,,,,,,7.06,,,9.54,,,,,,4.99,,,,5.47,,,,,,,,5.26,,,2.69,,,,,,4.09,,,,1.42,,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,all,Free from,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4,,,,,,,,,,,,,,,,,,
SUR,Suriname,all,Overweight alone,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,
SUR,Suriname,all,Stunting alone,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,
SUR,Suriname,all,Stunting and overweight,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,
SUR,Suriname,all,Wasting alone,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
SUR,Suriname,all,Wasting and stunting,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
SUR,Suriname,all,,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.01,15.87,15.75,15.64,15.53,15.43,15.34,15.24,15.15,15.07,15,14.92,14.85,14.78,14.71,14.66
SUR,Suriname,education,None or primary,Latin America and the Caribbean,South America,Child (under-5) nutrition status,21.1,,,,,,15.32,,,,12.53,,,,,,,,9.12,,,5.98,,,,,,4.46,,,,4.92,,,,,,,,4.88,,,2.63,,,,,,2.19,,,,2.31,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,education,Secondary or higher,Latin America and the Caribbean,South America,Child (under-5) nutrition status,8.5,,,,,,7.16,,,,6.05,,,,,,,,8.08,,,7.81,,,,,,5.36,,,,5.05,,,,,,,,5.83,,,2.99,,,,,,5.37,,,,5.05,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,location,Rural,Latin America and the Caribbean,South America,Child (under-5) nutrition status,11.78,,,,,,14.23,,,,8.83,,,,,,,,6.41,,,7.25,,,,,,4.5,,,,6.87,,,,,,,,5.46,,,1.69,,,,,,3.5,,,,4.94,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,location,Urban,Latin America and the Caribbean,South America,Child (under-5) nutrition status,8.86,,,,,,8.43,,,,6.8,,,,,,,,8.34,,,7.38,,,,,,5.18,,,,5.04,,,,,,,,6.32,,,3.39,,,,,,4.32,,,,4.33,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,pregnancy,All women,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,pregnancy,Non-pregnant women,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,pregnancy,Pregnant women,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,sex,Both,Latin America and the Caribbean,South America,Child (under-5) nutrition status,14.11,,,,,,10.65,,,,8.8,,,,,,,,8.31,,,6.96,,,,,,4.92,,,,4.99,,,,,,,,5.52,,,2.85,,,,,,4,,,,4.01,,,,,,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,sex,Boys,Latin America and the Caribbean,South America,Child (under-5) nutrition status,16.88,,,,,,11.49,,,,9.95,,,,,,,,10.12,,,7.59,,,,,,5.19,,,,5.75,,,,,,,,6.23,,,3.03,,,,,,4.61,,,,5.03,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,sex,Boys Projection,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,sex,Female,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,sex,Female Projection,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,sex,Girls,Latin America and the Caribbean,South America,Child (under-5) nutrition status,11.02,,,,,,9.84,,,,7.64,,,,,,,,6.48,,,6.25,,,,,,4.66,,,,4.22,,,,,,,,4.81,,,2.66,,,,,,3.42,,,,2.98,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,sex,Girls Projection,Latin America and the Caribbean,South America,Child (under-5) nutrition status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
